"","gene_symbol","accession","description","fasta_title_lines","ensembl_gene_id"
"1","Ttn","A2ASS6","Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1",">sp|A2ASS6|TITIN_MOUSE Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1","ENSMUSG00000051747"
"6506","Mrpl33","Q9CQP0","39S ribosomal protein L33, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl33 PE=1 SV=1",">sp|Q9CQP0|RM33_MOUSE 39S ribosomal protein L33, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl33 PE=1 SV=1","ENSMUSG00000106918"
"6507","Mylk4","A0A5F8MPR5","Myosin light chain kinase family member 4 OS=Mus musculus OX=10090 GN=Mylk4 PE=4 SV=2",">tr|A0A5F8MPR5|A0A5F8MPR5_MOUSE Myosin light chain kinase family member 4 OS=Mus musculus OX=10090 GN=Mylk4 PE=4 SV=2","ENSMUSG00000044951"
"6508","Lypd8l","Q6YI28","EP1 OS=Mus musculus OX=10090 GN=Lypd8l PE=1 SV=1",">tr|Q6YI28|Q6YI28_MOUSE EP1 OS=Mus musculus OX=10090 GN=Lypd8l PE=1 SV=1","ENSMUSG00000037145"
"6509","Washc5","Q8C2E7","WASH complex subunit 5 OS=Mus musculus OX=10090 GN=Washc5 PE=1 SV=2",">sp|Q8C2E7|WASC5_MOUSE WASH complex subunit 5 OS=Mus musculus OX=10090 GN=Washc5 PE=1 SV=2","ENSMUSG00000022350"
"6510","Sdf2","Q9DCT5","Stromal cell-derived factor 2 OS=Mus musculus OX=10090 GN=Sdf2 PE=1 SV=1",">sp|Q9DCT5|SDF2_MOUSE Stromal cell-derived factor 2 OS=Mus musculus OX=10090 GN=Sdf2 PE=1 SV=1",""
"6511","Pttg1","Q9CQJ7","Securin OS=Mus musculus OX=10090 GN=Pttg1 PE=1 SV=1",">sp|Q9CQJ7|PTTG1_MOUSE Securin OS=Mus musculus OX=10090 GN=Pttg1 PE=1 SV=1","ENSMUSG00000020415"
"6512","Chuk","E9Q605","I-kappa-B kinase OS=Mus musculus OX=10090 GN=Chuk PE=1 SV=1",">tr|E9Q605|E9Q605_MOUSE I-kappa-B kinase OS=Mus musculus OX=10090 GN=Chuk PE=1 SV=1","ENSMUSG00000025199"
"6513","Lats1","Q8BYR2","Serine/threonine-protein kinase LATS1 OS=Mus musculus OX=10090 GN=Lats1 PE=1 SV=3",">sp|Q8BYR2|LATS1_MOUSE Serine/threonine-protein kinase LATS1 OS=Mus musculus OX=10090 GN=Lats1 PE=1 SV=3","ENSMUSG00000040021"
"6514","Nsun4","Q9CZ57","5-methylcytosine rRNA methyltransferase NSUN4 OS=Mus musculus OX=10090 GN=Nsun4 PE=1 SV=1",">sp|Q9CZ57|NSUN4_MOUSE 5-methylcytosine rRNA methyltransferase NSUN4 OS=Mus musculus OX=10090 GN=Nsun4 PE=1 SV=1","ENSMUSG00000028706"
"6515","5730455P16Rik","J3KMQ6","RIKEN cDNA 5730455P16 gene OS=Mus musculus OX=10090 GN=5730455P16Rik PE=1 SV=1",">tr|J3KMQ6|J3KMQ6_MOUSE RIKEN cDNA 5730455P16 gene OS=Mus musculus OX=10090 GN=5730455P16Rik PE=1 SV=1","ENSMUSG00000057181"
"6516","Aldh3a1","P47739","Aldehyde dehydrogenase, dimeric NADP-preferring OS=Mus musculus OX=10090 GN=Aldh3a1 PE=1 SV=2",">sp|P47739|AL3A1_MOUSE Aldehyde dehydrogenase, dimeric NADP-preferring OS=Mus musculus OX=10090 GN=Aldh3a1 PE=1 SV=2","ENSMUSG00000019102"
"6517","Crem","D3Z6A5","cAMP-responsive element modulator OS=Mus musculus OX=10090 GN=Crem PE=1 SV=1",">tr|D3Z6A5|D3Z6A5_MOUSE cAMP-responsive element modulator OS=Mus musculus OX=10090 GN=Crem PE=1 SV=1","ENSMUSG00000063889"
"6518","Ifitm3","Q9CQW9","Interferon-induced transmembrane protein 3 OS=Mus musculus OX=10090 GN=Ifitm3 PE=1 SV=1",">sp|Q9CQW9|IFM3_MOUSE Interferon-induced transmembrane protein 3 OS=Mus musculus OX=10090 GN=Ifitm3 PE=1 SV=1","ENSMUSG00000025492"
"6519","Klf9","Q8CEC4","Bteb1 protein OS=Mus musculus OX=10090 GN=Klf9 PE=1 SV=1",">tr|Q8CEC4|Q8CEC4_MOUSE Bteb1 protein OS=Mus musculus OX=10090 GN=Klf9 PE=1 SV=1","ENSMUSG00000033863"
"6520","Spryd7","Q3TFQ1","SPRY domain-containing protein 7 OS=Mus musculus OX=10090 GN=Spryd7 PE=1 SV=2",">sp|Q3TFQ1|SPRY7_MOUSE SPRY domain-containing protein 7 OS=Mus musculus OX=10090 GN=Spryd7 PE=1 SV=2","ENSMUSG00000021930"
"6521","Krt4","P07744","Keratin, type II cytoskeletal 4 OS=Mus musculus OX=10090 GN=Krt4 PE=1 SV=2",">sp|P07744|K2C4_MOUSE Keratin, type II cytoskeletal 4 OS=Mus musculus OX=10090 GN=Krt4 PE=1 SV=2","ENSMUSG00000059668"
"6522","Msto1","Q2YDW2","Protein misato homolog 1 OS=Mus musculus OX=10090 GN=Msto1 PE=1 SV=1",">sp|Q2YDW2|MSTO1_MOUSE Protein misato homolog 1 OS=Mus musculus OX=10090 GN=Msto1 PE=1 SV=1",""
"6523","Trim33","E9QP19","E3 ubiquitin-protein ligase TRIM33 OS=Mus musculus OX=10090 GN=Trim33 PE=1 SV=1",">tr|E9QP19|E9QP19_MOUSE E3 ubiquitin-protein ligase TRIM33 OS=Mus musculus OX=10090 GN=Trim33 PE=1 SV=1","ENSMUSG00000033014"
"6524","Snx11","Q91WL6","Sorting nexin-11 OS=Mus musculus OX=10090 GN=Snx11 PE=1 SV=1",">sp|Q91WL6|SNX11_MOUSE Sorting nexin-11 OS=Mus musculus OX=10090 GN=Snx11 PE=1 SV=1","ENSMUSG00000020876"
"6525","Hps6","Q8BLY7","Hermansky-Pudlak syndrome 6 protein homolog OS=Mus musculus OX=10090 GN=Hps6 PE=1 SV=3",">sp|Q8BLY7|HPS6_MOUSE Hermansky-Pudlak syndrome 6 protein homolog OS=Mus musculus OX=10090 GN=Hps6 PE=1 SV=3","ENSMUSG00000074811"
"6526","Gng11","P61953","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11 OS=Mus musculus OX=10090 GN=Gng11 PE=1 SV=1",">sp|P61953|GBG11_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11 OS=Mus musculus OX=10090 GN=Gng11 PE=1 SV=1","ENSMUSG00000032766"
"6527","Rab3il1","D3YZ86","Guanine nucleotide exchange factor for Rab-3A OS=Mus musculus OX=10090 GN=Rab3il1 PE=1 SV=2",">tr|D3YZ86|D3YZ86_MOUSE Guanine nucleotide exchange factor for Rab-3A OS=Mus musculus OX=10090 GN=Rab3il1 PE=1 SV=2","ENSMUSG00000024663"
"6528","Ccnl2","Q9JJA7","Cyclin-L2 OS=Mus musculus OX=10090 GN=Ccnl2 PE=1 SV=1",">sp|Q9JJA7|CCNL2_MOUSE Cyclin-L2 OS=Mus musculus OX=10090 GN=Ccnl2 PE=1 SV=1","ENSMUSG00000029068"
"6529","Eya3","Q6P4T3","Eyes absent homolog OS=Mus musculus OX=10090 GN=Eya3 PE=1 SV=1",">tr|Q6P4T3|Q6P4T3_MOUSE Eyes absent homolog OS=Mus musculus OX=10090 GN=Eya3 PE=1 SV=1","ENSMUSG00000028886"
"6530","Pawr","Q925B0","PRKC apoptosis WT1 regulator protein OS=Mus musculus OX=10090 GN=Pawr PE=1 SV=2",">sp|Q925B0|PAWR_MOUSE PRKC apoptosis WT1 regulator protein OS=Mus musculus OX=10090 GN=Pawr PE=1 SV=2","ENSMUSG00000035873"
"6531","Dis3l2","Q8CI75","DIS3-like exonuclease 2 OS=Mus musculus OX=10090 GN=Dis3l2 PE=1 SV=1",">sp|Q8CI75|DI3L2_MOUSE DIS3-like exonuclease 2 OS=Mus musculus OX=10090 GN=Dis3l2 PE=1 SV=1","ENSMUSG00000053333"
"6532","Scoc","Q78YZ6","Short coiled-coil protein OS=Mus musculus OX=10090 GN=Scoc PE=1 SV=1",">sp|Q78YZ6|SCOC_MOUSE Short coiled-coil protein OS=Mus musculus OX=10090 GN=Scoc PE=1 SV=1","ENSMUSG00000063253"
"6533","Slc18a2","Q8BRU6","Synaptic vesicular amine transporter OS=Mus musculus OX=10090 GN=Slc18a2 PE=1 SV=1",">sp|Q8BRU6|VMAT2_MOUSE Synaptic vesicular amine transporter OS=Mus musculus OX=10090 GN=Slc18a2 PE=1 SV=1","ENSMUSG00000025094"
"6534","D8Ertd738e","Q8R1F0","Leydig cell tumor 10 kDa protein homolog OS=Mus musculus OX=10090 GN=D8Ertd738e PE=3 SV=1",">sp|Q8R1F0|L10K_MOUSE Leydig cell tumor 10 kDa protein homolog OS=Mus musculus OX=10090 GN=D8Ertd738e PE=3 SV=1","ENSMUSG00000019362"
"6535","Ankle2","Q6P1H6","Ankyrin repeat and LEM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ankle2 PE=1 SV=2",">sp|Q6P1H6|ANKL2_MOUSE Ankyrin repeat and LEM domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ankle2 PE=1 SV=2","ENSMUSG00000029501"
"6536","Usp43","A6PWR8","Ubiquitin carboxyl-terminal hydrolase 43 OS=Mus musculus OX=10090 GN=Usp43 PE=1 SV=1",">tr|A6PWR8|A6PWR8_MOUSE Ubiquitin carboxyl-terminal hydrolase 43 OS=Mus musculus OX=10090 GN=Usp43 PE=1 SV=1","ENSMUSG00000020905"
"6537","Nos1ap","Q9D3A8","Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein OS=Mus musculus OX=10090 GN=Nos1ap PE=1 SV=3",">sp|Q9D3A8|CAPON_MOUSE Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein OS=Mus musculus OX=10090 GN=Nos1ap PE=1 SV=3","ENSMUSG00000038473"
"6538","Rusf1","Q91W34","RUS family member 1 OS=Mus musculus OX=10090 GN=Rusf1 PE=1 SV=1",">sp|Q91W34|RUSF1_MOUSE RUS family member 1 OS=Mus musculus OX=10090 GN=Rusf1 PE=1 SV=1",""
"6539","Tmem120a","Q8C1E7","Ion channel TACAN OS=Mus musculus OX=10090 GN=Tmem120a PE=1 SV=1",">sp|Q8C1E7|TACAN_MOUSE Ion channel TACAN OS=Mus musculus OX=10090 GN=Tmem120a PE=1 SV=1","ENSMUSG00000039886"
"6540","Capn7","Q9R1S8","Calpain-7 OS=Mus musculus OX=10090 GN=Capn7 PE=2 SV=1",">sp|Q9R1S8|CAN7_MOUSE Calpain-7 OS=Mus musculus OX=10090 GN=Capn7 PE=2 SV=1","ENSMUSG00000021893"
"6541","Anapc5","A0A0G2JE03","Anaphase-promoting complex subunit 5 OS=Mus musculus OX=10090 GN=Anapc5 PE=1 SV=1",">tr|A0A0G2JE03|A0A0G2JE03_MOUSE Anaphase-promoting complex subunit 5 OS=Mus musculus OX=10090 GN=Anapc5 PE=1 SV=1","ENSMUSG00000029472"
"6542","BC004004","A0A3Q4EI31","cDNA sequence BC004004 OS=Mus musculus OX=10090 GN=BC004004 PE=1 SV=1",">tr|A0A3Q4EI31|A0A3Q4EI31_MOUSE cDNA sequence BC004004 OS=Mus musculus OX=10090 GN=BC004004 PE=1 SV=1","ENSMUSG00000052712"
"6543","Grn","H3BJ90","Progranulin (Fragment) OS=Mus musculus OX=10090 GN=Grn PE=1 SV=1",">tr|H3BJ90|H3BJ90_MOUSE Progranulin (Fragment) OS=Mus musculus OX=10090 GN=Grn PE=1 SV=1","ENSMUSG00000034708"
"6544","Rabac1","Q9Z0S9","Prenylated Rab acceptor protein 1 OS=Mus musculus OX=10090 GN=Rabac1 PE=1 SV=1",">sp|Q9Z0S9|PRAF1_MOUSE Prenylated Rab acceptor protein 1 OS=Mus musculus OX=10090 GN=Rabac1 PE=1 SV=1","ENSMUSG00000003380"
"6545","Lama3","Q61789","Laminin subunit alpha-3 OS=Mus musculus OX=10090 GN=Lama3 PE=1 SV=4",">sp|Q61789|LAMA3_MOUSE Laminin subunit alpha-3 OS=Mus musculus OX=10090 GN=Lama3 PE=1 SV=4","ENSMUSG00000024421"
"6546","Tnk2","A0A0R4J1L0","Non-specific protein-tyrosine kinase OS=Mus musculus OX=10090 GN=Tnk2 PE=1 SV=1",">tr|A0A0R4J1L0|A0A0R4J1L0_MOUSE Non-specific protein-tyrosine kinase OS=Mus musculus OX=10090 GN=Tnk2 PE=1 SV=1","ENSMUSG00000022791"
"6547","Tmem214","Q8BM55","Transmembrane protein 214 OS=Mus musculus OX=10090 GN=Tmem214 PE=1 SV=1",">sp|Q8BM55|TM214_MOUSE Transmembrane protein 214 OS=Mus musculus OX=10090 GN=Tmem214 PE=1 SV=1","ENSMUSG00000038828"
"6548","Thumpd2","A0A3Q4EBZ8","THUMP domain-containing protein 2 OS=Mus musculus OX=10090 GN=Thumpd2 PE=1 SV=1",">tr|A0A3Q4EBZ8|A0A3Q4EBZ8_MOUSE THUMP domain-containing protein 2 OS=Mus musculus OX=10090 GN=Thumpd2 PE=1 SV=1","ENSMUSG00000024246"
"6549","Ostc","Q78XF5","Oligosaccharyltransferase complex subunit OSTC OS=Mus musculus OX=10090 GN=Ostc PE=1 SV=1",">sp|Q78XF5|OSTC_MOUSE Oligosaccharyltransferase complex subunit OSTC OS=Mus musculus OX=10090 GN=Ostc PE=1 SV=1","ENSMUSG00000041084"
"6550","L3mbtl3","Q8BLB7","Lethal(3)malignant brain tumor-like protein 3 OS=Mus musculus OX=10090 GN=L3mbtl3 PE=1 SV=1",">sp|Q8BLB7|LMBL3_MOUSE Lethal(3)malignant brain tumor-like protein 3 OS=Mus musculus OX=10090 GN=L3mbtl3 PE=1 SV=1","ENSMUSG00000039089"
"6551","Ankrd27","Q3UMR0","Ankyrin repeat domain-containing protein 27 OS=Mus musculus OX=10090 GN=Ankrd27 PE=1 SV=2",">sp|Q3UMR0|ANR27_MOUSE Ankyrin repeat domain-containing protein 27 OS=Mus musculus OX=10090 GN=Ankrd27 PE=1 SV=2","ENSMUSG00000034867"
"6552","Rnf6","Q9DBU5","E3 ubiquitin-protein ligase RNF6 OS=Mus musculus OX=10090 GN=Rnf6 PE=1 SV=1",">sp|Q9DBU5|RNF6_MOUSE E3 ubiquitin-protein ligase RNF6 OS=Mus musculus OX=10090 GN=Rnf6 PE=1 SV=1","ENSMUSG00000029634"
"6553","Rtf2","Q99K95","Replication termination factor 2 OS=Mus musculus OX=10090 GN=Rtf2 PE=1 SV=1",">sp|Q99K95|RTF2_MOUSE Replication termination factor 2 OS=Mus musculus OX=10090 GN=Rtf2 PE=1 SV=1","ENSMUSG00000027502"
"6554","Trim41","Q5NCC3","E3 ubiquitin-protein ligase TRIM41 OS=Mus musculus OX=10090 GN=Trim41 PE=1 SV=1",">sp|Q5NCC3|TRI41_MOUSE E3 ubiquitin-protein ligase TRIM41 OS=Mus musculus OX=10090 GN=Trim41 PE=1 SV=1","ENSMUSG00000040365"
"6555","Polr2e","Q80UW8","DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Mus musculus OX=10090 GN=Polr2e PE=1 SV=1",">sp|Q80UW8|RPAB1_MOUSE DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Mus musculus OX=10090 GN=Polr2e PE=1 SV=1","ENSMUSG00000004667"
"6556","Ell","O08856","RNA polymerase II elongation factor ELL OS=Mus musculus OX=10090 GN=Ell PE=2 SV=2",">sp|O08856|ELL_MOUSE RNA polymerase II elongation factor ELL OS=Mus musculus OX=10090 GN=Ell PE=2 SV=2","ENSMUSG00000070002"
"6557","Taf10","Q8K0H5","Transcription initiation factor TFIID subunit 10 OS=Mus musculus OX=10090 GN=Taf10 PE=1 SV=1",">sp|Q8K0H5|TAF10_MOUSE Transcription initiation factor TFIID subunit 10 OS=Mus musculus OX=10090 GN=Taf10 PE=1 SV=1","ENSMUSG00000043866"
"6558","Matn2","O08746","Matrilin-2 OS=Mus musculus OX=10090 GN=Matn2 PE=2 SV=2",">sp|O08746|MATN2_MOUSE Matrilin-2 OS=Mus musculus OX=10090 GN=Matn2 PE=2 SV=2","ENSMUSG00000022324"
"6559","Gsdmd","Q9D8T2","Gasdermin-D OS=Mus musculus OX=10090 GN=Gsdmd PE=1 SV=1",">sp|Q9D8T2|GSDMD_MOUSE Gasdermin-D OS=Mus musculus OX=10090 GN=Gsdmd PE=1 SV=1","ENSMUSG00000022575"
"6560","Mettl17","E9Q7K9","Methyltransferase-like protein 17, mitochondrial OS=Mus musculus OX=10090 GN=Mettl17 PE=1 SV=1",">tr|E9Q7K9|E9Q7K9_MOUSE Methyltransferase-like protein 17, mitochondrial OS=Mus musculus OX=10090 GN=Mettl17 PE=1 SV=1","ENSMUSG00000004561"
"6561","Fam83h","A0A571BFA7","Protein FAM83H OS=Mus musculus OX=10090 GN=Fam83h PE=1 SV=1",">tr|A0A571BFA7|A0A571BFA7_MOUSE Protein FAM83H OS=Mus musculus OX=10090 GN=Fam83h PE=1 SV=1","ENSMUSG00000046761"
"6562","Stx6","Q9JKK1","Syntaxin-6 OS=Mus musculus OX=10090 GN=Stx6 PE=1 SV=1",">sp|Q9JKK1|STX6_MOUSE Syntaxin-6 OS=Mus musculus OX=10090 GN=Stx6 PE=1 SV=1","ENSMUSG00000026470"
"6563","Fbh1","Q8K2I9","F-box DNA helicase 1 OS=Mus musculus OX=10090 GN=Fbh1 PE=1 SV=1",">sp|Q8K2I9|FBH1_MOUSE F-box DNA helicase 1 OS=Mus musculus OX=10090 GN=Fbh1 PE=1 SV=1","ENSMUSG00000058594"
"6564","Dgkb","Q6NS52","Diacylglycerol kinase beta OS=Mus musculus OX=10090 GN=Dgkb PE=1 SV=2",">sp|Q6NS52|DGKB_MOUSE Diacylglycerol kinase beta OS=Mus musculus OX=10090 GN=Dgkb PE=1 SV=2","ENSMUSG00000036095"
"6565","Ints6","Q6PCM2","Integrator complex subunit 6 OS=Mus musculus OX=10090 GN=Ints6 PE=1 SV=1",">sp|Q6PCM2|INT6_MOUSE Integrator complex subunit 6 OS=Mus musculus OX=10090 GN=Ints6 PE=1 SV=1","ENSMUSG00000035161"
"6566","Dennd4a","E9Q8V6","DENN/MADD domain-containing 4A OS=Mus musculus OX=10090 GN=Dennd4a PE=1 SV=1",">tr|E9Q8V6|E9Q8V6_MOUSE DENN/MADD domain-containing 4A OS=Mus musculus OX=10090 GN=Dennd4a PE=1 SV=1","ENSMUSG00000053641"
"6567","Micu1","Q8VCX5","Calcium uptake protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Micu1 PE=1 SV=1",">sp|Q8VCX5|MICU1_MOUSE Calcium uptake protein 1, mitochondrial OS=Mus musculus OX=10090 GN=Micu1 PE=1 SV=1","ENSMUSG00000020111"
"6568","Sbk2","P0C5K1","Serine/threonine-protein kinase SBK2 OS=Mus musculus OX=10090 GN=Sbk2 PE=3 SV=2",">sp|P0C5K1|SBK2_MOUSE Serine/threonine-protein kinase SBK2 OS=Mus musculus OX=10090 GN=Sbk2 PE=3 SV=2","ENSMUSG00000030433"
"6569","Nr3c2","D6RIL1","Mineralocorticoid receptor OS=Mus musculus OX=10090 GN=Nr3c2 PE=1 SV=1",">tr|D6RIL1|D6RIL1_MOUSE Mineralocorticoid receptor OS=Mus musculus OX=10090 GN=Nr3c2 PE=1 SV=1","ENSMUSG00000031618"
"6570","Paf1","Q8K2T8","RNA polymerase II-associated factor 1 homolog OS=Mus musculus OX=10090 GN=Paf1 PE=1 SV=1",">sp|Q8K2T8|PAF1_MOUSE RNA polymerase II-associated factor 1 homolog OS=Mus musculus OX=10090 GN=Paf1 PE=1 SV=1","ENSMUSG00000003437"
"6571","Idi1","P58044","Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus OX=10090 GN=Idi1 PE=1 SV=1",">sp|P58044|IDI1_MOUSE Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus OX=10090 GN=Idi1 PE=1 SV=1",""
"6572","N4bp1","Q6A037","NEDD4-binding protein 1 OS=Mus musculus OX=10090 GN=N4bp1 PE=1 SV=2",">sp|Q6A037|N4BP1_MOUSE NEDD4-binding protein 1 OS=Mus musculus OX=10090 GN=N4bp1 PE=1 SV=2","ENSMUSG00000031652"
"6573","Senp8","Q9D2Z4","Sentrin-specific protease 8 OS=Mus musculus OX=10090 GN=Senp8 PE=1 SV=2",">sp|Q9D2Z4|SENP8_MOUSE Sentrin-specific protease 8 OS=Mus musculus OX=10090 GN=Senp8 PE=1 SV=2","ENSMUSG00000051705"
"6574","Emc3","Q99KI3","ER membrane protein complex subunit 3 OS=Mus musculus OX=10090 GN=Emc3 PE=1 SV=3",">sp|Q99KI3|EMC3_MOUSE ER membrane protein complex subunit 3 OS=Mus musculus OX=10090 GN=Emc3 PE=1 SV=3","ENSMUSG00000030286"
"6575","Entr1","A2AIW0","Endosome-associated-trafficking regulator 1 OS=Mus musculus OX=10090 GN=Entr1 PE=1 SV=1",">sp|A2AIW0|ENTR1_MOUSE Endosome-associated-trafficking regulator 1 OS=Mus musculus OX=10090 GN=Entr1 PE=1 SV=1","ENSMUSG00000026927"
"6576","Gys2","Q8VCB3","Glycogen [starch] synthase, liver OS=Mus musculus OX=10090 GN=Gys2 PE=1 SV=2",">sp|Q8VCB3|GYS2_MOUSE Glycogen [starch] synthase, liver OS=Mus musculus OX=10090 GN=Gys2 PE=1 SV=2","ENSMUSG00000030244"
"6577","Skap2","Q3UND0","Src kinase-associated phosphoprotein 2 OS=Mus musculus OX=10090 GN=Skap2 PE=1 SV=2",">sp|Q3UND0|SKAP2_MOUSE Src kinase-associated phosphoprotein 2 OS=Mus musculus OX=10090 GN=Skap2 PE=1 SV=2","ENSMUSG00000059182"
"6578","Ankrd12","G5E893","Ankyrin repeat domain 12 OS=Mus musculus OX=10090 GN=Ankrd12 PE=1 SV=1",">tr|G5E893|G5E893_MOUSE Ankyrin repeat domain 12 OS=Mus musculus OX=10090 GN=Ankrd12 PE=1 SV=1","ENSMUSG00000034647"
"6579","Mib2","Q8R516","E3 ubiquitin-protein ligase MIB2 OS=Mus musculus OX=10090 GN=Mib2 PE=1 SV=2",">sp|Q8R516|MIB2_MOUSE E3 ubiquitin-protein ligase MIB2 OS=Mus musculus OX=10090 GN=Mib2 PE=1 SV=2","ENSMUSG00000029060"
"6580","Ldb2","A0A0G2JFS7","LIM domain-binding protein 2 OS=Mus musculus OX=10090 GN=Ldb2 PE=1 SV=1",">tr|A0A0G2JFS7|A0A0G2JFS7_MOUSE LIM domain-binding protein 2 OS=Mus musculus OX=10090 GN=Ldb2 PE=1 SV=1","ENSMUSG00000039706"
"6581","Ier3","Q91VZ5","Gly96 protein OS=Mus musculus OX=10090 GN=Ier3 PE=1 SV=1",">tr|Q91VZ5|Q91VZ5_MOUSE Gly96 protein OS=Mus musculus OX=10090 GN=Ier3 PE=1 SV=1","ENSMUSG00000003541"
"6582","Micu2","Q8CD10","Calcium uptake protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Micu2 PE=1 SV=2",">sp|Q8CD10|MICU2_MOUSE Calcium uptake protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Micu2 PE=1 SV=2","ENSMUSG00000021973"
"6583","Tgfb1","P04202","Transforming growth factor beta-1 proprotein OS=Mus musculus OX=10090 GN=Tgfb1 PE=1 SV=1",">sp|P04202|TGFB1_MOUSE Transforming growth factor beta-1 proprotein OS=Mus musculus OX=10090 GN=Tgfb1 PE=1 SV=1","ENSMUSG00000002603"
"6584","Cmtm4","Q8CJ61","CKLF-like MARVEL transmembrane domain-containing protein 4 OS=Mus musculus OX=10090 GN=Cmtm4 PE=1 SV=1",">sp|Q8CJ61|CKLF4_MOUSE CKLF-like MARVEL transmembrane domain-containing protein 4 OS=Mus musculus OX=10090 GN=Cmtm4 PE=1 SV=1","ENSMUSG00000096188"
"6585","Apoc2","Q05020","Apolipoprotein C-II OS=Mus musculus OX=10090 GN=Apoc2 PE=2 SV=1",">sp|Q05020|APOC2_MOUSE Apolipoprotein C-II OS=Mus musculus OX=10090 GN=Apoc2 PE=2 SV=1","ENSMUSG00000002992; ENSMUSG00000109350"
"6586","Tgs1","Q923W1","Trimethylguanosine synthase OS=Mus musculus OX=10090 GN=Tgs1 PE=1 SV=2",">sp|Q923W1|TGS1_MOUSE Trimethylguanosine synthase OS=Mus musculus OX=10090 GN=Tgs1 PE=1 SV=2","ENSMUSG00000028233"
"6587","Rnf139","A0A0R4J0K8","E3 ubiquitin-protein ligase RNF139 OS=Mus musculus OX=10090 GN=Rnf139 PE=1 SV=1",">tr|A0A0R4J0K8|A0A0R4J0K8_MOUSE E3 ubiquitin-protein ligase RNF139 OS=Mus musculus OX=10090 GN=Rnf139 PE=1 SV=1","ENSMUSG00000037075"
"6588","Gem","P55041","GTP-binding protein GEM OS=Mus musculus OX=10090 GN=Gem PE=1 SV=2",">sp|P55041|GEM_MOUSE GTP-binding protein GEM OS=Mus musculus OX=10090 GN=Gem PE=1 SV=2","ENSMUSG00000028214"
"6589","Trit1","Q80UN9","tRNA dimethylallyltransferase OS=Mus musculus OX=10090 GN=Trit1 PE=2 SV=2",">sp|Q80UN9|MOD5_MOUSE tRNA dimethylallyltransferase OS=Mus musculus OX=10090 GN=Trit1 PE=2 SV=2","ENSMUSG00000028653"
"6590","Atp7a","Q64430","Copper-transporting ATPase 1 OS=Mus musculus OX=10090 GN=Atp7a PE=1 SV=3",">sp|Q64430|ATP7A_MOUSE Copper-transporting ATPase 1 OS=Mus musculus OX=10090 GN=Atp7a PE=1 SV=3","ENSMUSG00000033792"
"6591","Cenatac","Q4VA36","Centrosomal AT-AC splicing factor OS=Mus musculus OX=10090 GN=Cenatac PE=2 SV=1",">sp|Q4VA36|CATAC_MOUSE Centrosomal AT-AC splicing factor OS=Mus musculus OX=10090 GN=Cenatac PE=2 SV=1","ENSMUSG00000043923"
"6592","Tmc8","B0QZP7","Transmembrane channel-like protein OS=Mus musculus OX=10090 GN=Tmc8 PE=1 SV=1",">tr|B0QZP7|B0QZP7_MOUSE Transmembrane channel-like protein OS=Mus musculus OX=10090 GN=Tmc8 PE=1 SV=1","ENSMUSG00000050106"
"6593","Nudt6","A2ACT8","Nucleoside diphosphate-linked moiety X motif 6 (Fragment) OS=Mus musculus OX=10090 GN=Nudt6 PE=3 SV=8",">tr|A2ACT8|A2ACT8_MOUSE Nucleoside diphosphate-linked moiety X motif 6 (Fragment) OS=Mus musculus OX=10090 GN=Nudt6 PE=3 SV=8","ENSMUSG00000050174"
"6594","Rab7b","Q8VEA8","Ras-related protein Rab-7b OS=Mus musculus OX=10090 GN=Rab7b PE=1 SV=1",">sp|Q8VEA8|RAB7B_MOUSE Ras-related protein Rab-7b OS=Mus musculus OX=10090 GN=Rab7b PE=1 SV=1","ENSMUSG00000052688"
"6595","Deaf1","A0A1B0GRZ5","Deformed epidermal autoregulatory factor 1 homolog OS=Mus musculus OX=10090 GN=Deaf1 PE=1 SV=1",">tr|A0A1B0GRZ5|A0A1B0GRZ5_MOUSE Deformed epidermal autoregulatory factor 1 homolog OS=Mus musculus OX=10090 GN=Deaf1 PE=1 SV=1","ENSMUSG00000058886"
"6596","Rai2","Q9QVY8","Retinoic acid-induced protein 2 OS=Mus musculus OX=10090 GN=Rai2 PE=2 SV=2",">sp|Q9QVY8|RAI2_MOUSE Retinoic acid-induced protein 2 OS=Mus musculus OX=10090 GN=Rai2 PE=2 SV=2","ENSMUSG00000043518"
